FunID1,FunID2,t1_sim,t2_sim,t3_sim,t4_sim,t5_sim,t6_sim,t7_sim,t8_sim,t9_sim,t10_sim,t11_sim,t12_sim,t13_sim,t14_sim,t15_sim,t16_sim
5523389,11627705,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3352941176470587,58.76470588235294,1.0,0.11210762331838565
3422759,22271237,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.3043478260869565,81.30434782608695,1.0,0.08783783783783784
3422759,14502142,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.3043478260869565,81.30434782608695,1.0,0.08783783783783784
3422759,21177597,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.3043478260869565,81.30434782608695,1.0,0.08783783783783784
15854363,22207779,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,1.0,1.6232876712328768,101.88356164383562,1.0,0.09574468085106383
2461169,4623012,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,8625346,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
367770,2461169,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,14317425,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,18269744,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461168,2461169,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,8793825,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,16351775,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,7760800,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,16224017,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,13783898,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,19584877,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,2711644,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,8778961,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,12172484,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,15571541,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
1458628,2461169,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
411630,2461169,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,3768628,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
831649,2461169,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,6814854,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,18623182,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
1421557,2461169,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,14183083,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,16466519,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,22246374,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
250595,2461169,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,7132185,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,9693856,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
948486,2461169,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
1966262,2461169,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,10287986,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,18731109,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,19142736,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,6244936,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,13028546,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,2532321,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,11319479,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,16388707,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,13902980,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,8612647,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,4518933,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,12678588,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,21870536,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,11548510,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,4471000,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,17456565,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,19912847,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,9088422,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,12614305,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,22993367,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,21488868,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
2461169,6061402,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
4623012,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.08571428571428572
8625346,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
367770,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,14317425,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,18269744,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
2461168,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
8793825,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,16351775,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
7760800,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,16224017,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,13783898,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,19584877,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
2711644,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
8778961,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12172484,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,15571541,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
1458628,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
411630,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
3768628,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
831649,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
6814854,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,18623182,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
1421557,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,14183083,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,16466519,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,22246374,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
250595,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
7132185,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
9693856,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
948486,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
1966262,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
10287986,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,18731109,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,19142736,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
6244936,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,13028546,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
2532321,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
11319479,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,16388707,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,13902980,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
8612647,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
4518933,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,12678588,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,21870536,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
11548510,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
4471000,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,17456565,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,19912847,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
9088422,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614305,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,22993367,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
12614306,21488868,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
6061402,12614306,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
11088627,12693284,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.375,17.166666666666668,1.0,0.1774193548387097
3024986,3024993,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.3692307692307693,45.8,1.0,0.11494252873563218
4623012,8793826,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
4623012,18623183,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
4623012,18269745,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
4623012,7760801,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
4623012,12678589,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
4623012,21870537,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
4623012,4623013,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
4623012,11548511,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
831650,4623012,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
4623012,17456566,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
3768629,4623012,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
4623012,19142737,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
4623012,6814855,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
4623012,19584878,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
4623012,13028547,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
4623012,11319480,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.07238095238095238
4623012,16466520,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.0761904761904762
4623012,16388708,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.0761904761904762
4623012,16224018,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.0761904761904762
4623012,14183084,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.0761904761904762
367771,4623012,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.0761904761904762
2711645,4623012,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.0761904761904762
4623012,12172485,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000004,1.0,1.3704663212435233,138.28497409326425,1.0,0.0761904761904762
